Userid,Marital status,Application mode,Application order,Course,Morning shift participation,Previous qualification,Previous qualification score,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Entry score,Displaced,Special needs,Debtor,Regularized Fees,Gender_Male,External Funding,Age at enrollment,International,N units credited 1st period,N units taken 1st period,N scored units 1st period,N units approved 1st period,Average grade 1st period,N unscored units 1st period,N units credited 2nd period,N units taken 2nd period,N scored units 2nd period,N units approved 2nd period,Average grade 2nd period,N unscored units 2nd period,Success,Social Popularity,Registered,Observations
4423,single,1.0,1.0,Management,1.0,12th grade,180.0,Portuguese,4th grade,4th grade,Engineer,Administrative Staff,153.8,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,5.0,5.0,5.0,13.8,0.0,0.0,,6.0,5.0,12.0,0.0,Succeeded,74,Yes,
364,single,0.0,1.0,Veterinary Nursing,1.0,Post-Graduation,140.0,Portuguese,9th grade,4th grade,Unskilled Worker,Assembly Worker,142.5,1.0,,0.0,1.0,0.0,1.0,22.0,0.0,7.0,11.0,18.0,8.0,13.5,0.0,4.0,9.0,16.0,7.0,13.714285714285714,0.0,Succeeded,29,Yes,
2927,single,0.0,1.0,Social Service (evening attendance),0.0,12th grade - Technological specialization course,140.0,Portuguese,12th grade,Bachelor degree,Administrative Staff,Engineer,139.2,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,3.0,6.0,6.0,6.0,13.833333333333334,0.0,2.0,6.0,7.0,6.0,14.571428571428571,0.0,Succeeded,65,Yes,
919,married,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,160.0,Portuguese,4th grade,6th grade,Unskilled Worker,Administrative Staff,160.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,,6.0,8.0,6.0,14.166666666666666,0.0,0.0,6.0,9.0,6.0,15.0,0.0,Succeeded,72,Yes,
2152,single,0.0,1.0,Veterinary Nursing,1.0,12th grade - Technological specialization course,130.0,Portuguese,Bachelor degree,12th grade,Scientist,Unskilled Worker,130.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,,1.0,6.0,13.0,3.0,11.75,0.0,1.0,6.0,13.0,5.0,12.333333333333334,0.0,Holding on,27,Yes,
2165,single,1.0,2.0,Journalism and Communication,1.0,12th grade,159.0,Portuguese,12th grade,12th grade,Superior-level Professional,Superior-level Professional,151.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6.0,15.333333333333334,0.0,Succeeded,18,Yes,
3806,married,0.0,1.0,Management (evening attendance),0.0,12th grade,130.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,110.0,1.0,0.0,,1.0,0.0,0.0,38.0,0.0,4.0,10.0,14.0,4.0,10.75,0.0,2.0,10.0,10.0,2.0,10.0,0.0,Gave up,7,Yes,
1637,married,0.0,1.0,Equinculture,1.0,12th grade,130.0,Portuguese,12th grade,9th grade,Engineer,Engineer,154.0,1.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,1.0,5.0,12.0,3.0,12.0,2.0,1.0,5.0,8.0,4.0,13.0,1.0,Succeeded,46,Yes,
4003,married,0.0,2.0,Tourism,1.0,9th grade,133.1,Portuguese,9th grade,9th grade,Unskilled Worker,Private Security,123.5,0.0,0.0,0.0,1.0,1.0,0.0,39.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,Succeeded,97,Yes,
1448,single,2.0,3.0,Informatics Engineering,1.0,12th grade,138.0,Portuguese,12th grade,9th grade,Administrative Staff,Superior-level Professional,125.4,1.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,9.0,4.0,12.25,0.0,0.0,5.0,,3.0,12.333333333333334,0.0,Gave up,95,Yes,
1754,single,0.0,1.0,Informatics Engineering,1.0,12th grade - Technological specialization course,150.0,Portuguese,9th grade,Bachelor degree,Private Security,Scientist,150.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,16.0,,0.0,0.0,0.0,5.0,12.0,2.0,10.5,0.0,Holding on,96,Yes,
2859,single,1.0,2.0,Advertising and Marketing Management,1.0,12th grade,160.0,Portuguese,Bachelor degree,12th grade,Administrative Staff,Administrative Staff,137.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,5.0,13.4,0.0,0.0,6.0,6.0,5.0,12.8,0.0,Succeeded,33,Yes,
2320,single,2.0,1.0,Tourism,1.0,12th grade,148.0,Portuguese,12th grade,12th grade,Administrative Staff,Assembly Worker,145.2,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,13.714285714285714,0.0,0.0,6.0,8.0,6.0,14.714285714285714,0.0,Succeeded,32,Yes,
2345,single,2.0,1.0,Nursing,1.0,12th grade,130.0,Portuguese,Bachelor degree,Bachelor degree,Scientist,Scientist,131.1,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,8.0,7.0,12.12142857142857,0.0,0.0,9.0,12.0,8.0,11.50625,0.0,Succeeded,63,Yes,
1218,single,0.0,1.0,Social Service (evening attendance),0.0,12th grade - Technological specialization course,120.0,Portuguese,9th grade,4th grade,Engineer,Engineer,121.8,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,3.0,6.0,6.0,6.0,12.5,,2.0,6.0,7.0,6.0,13.285714285714286,0.0,Succeeded,45,Yes,
3341,single,1.0,3.0,Journalism and Communication,1.0,12th grade,142.0,Portuguese,,12th grade,Private Security,Armed Forces,136.1,1.0,0.0,,0.0,1.0,0.0,19.0,0.0,0.0,4.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,Gave up,18,Yes,
1273,married,1.0,1.0,Management,1.0,12th grade,151.0,Portuguese,6th grade,4th grade,Unskilled Worker,Assembly Worker,132.1,1.0,,0.0,1.0,0.0,0.0,34.0,0.0,0.0,5.0,7.0,2.0,10.0,0.0,0.0,5.0,6.0,4.0,12.0,0.0,Gave up,35,Yes,
368,single,2.0,1.0,Veterinary Nursing,1.0,12th grade,134.0,Portuguese,9th grade,4th grade,Scientist,Engineer,131.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,8.0,1.0,11.0,0.0,0.0,5.0,6.0,5.0,11.2,0.0,Holding on,23,Yes,
1289,single,1.0,1.0,Journalism and Communication,1.0,12th grade,120.0,Portuguese,3rd grade,4th grade,Student,Student,126.7,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,9.0,5.0,12.6,0.0,0.0,6.0,11.0,4.0,11.5,,Succeeded,93,Yes,
1520,single,0.0,1.0,Management,1.0,11th grade,133.1,Portuguese,12th grade,12th grade,Unskilled Worker,Administrative Staff,140.0,1.0,0.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,Gave up,46,Yes,
2251,single,0.0,1.0,Social Service,1.0,12th grade - Technological specialization course,140.0,Portuguese,12th grade,12th grade,Administrative Staff,Superior-level Professional,138.6,0.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,3.0,6.0,7.0,6.0,12.333333333333334,0.0,2.0,6.0,6.0,2.0,14.0,0.0,Gave up,38,Yes,
2701,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,127.0,Portuguese,12th grade,12th grade,Administrative Staff,Superior-level Professional,126.3,1.0,0.0,1.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gave up,11,Yes,
247,single,2.0,3.0,Nursing,1.0,12th grade,129.0,Portuguese,9th grade,4th grade,Engineer,Engineer,120.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,13.151428571428571,0.0,0.0,8.0,8.0,7.0,13.151428571428571,0.0,Succeeded,10,Yes,
3254,single,0.0,1.0,Equinculture,1.0,12th grade - Technological specialization course,130.0,Portuguese,12th grade,Bachelor degree,Unskilled Worker,Scientist,130.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0,0.0,1.0,6.0,13.0,3.0,12.333333333333334,0.0,1.0,6.0,12.0,1.0,13.0,0.0,Gave up,72,Yes,
3369,single,1.0,6.0,Nursing,1.0,12th grade,145.0,Portuguese,9th grade,4th grade,Unskilled Worker,Unskilled Worker,132.3,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,14.06,0.0,0.0,8.0,8.0,7.0,14.06,0.0,Holding on,86,Yes,
1466,single,0.0,4.0,Social Service (evening attendance),0.0,12th grade,116.0,Portuguese,,,Student,Student,116.2,0.0,0.0,0.0,1.0,1.0,0.0,21.0,,9.0,,11.0,11.0,12.454545454545457,0.0,3.0,11.0,17.0,8.0,12.75,0.0,Succeeded,26,Yes,
4106,single,1.0,1.0,Management,1.0,12th grade,131.0,Portuguese,6th grade,9th grade,Unskilled Worker,Unskilled Worker,130.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,5.0,5.0,12.8,0.0,0.0,5.0,10.0,5.0,11.444444444444445,0.0,Succeeded,45,Yes,
1420,single,0.0,1.0,Equinculture,1.0,12th grade,114.0,Portuguese,6th grade,6th grade,Unskilled Worker,Armed Forces,120.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,9.0,6.0,12.571428571428571,0.0,0.0,6.0,10.0,5.0,12.833333333333334,0.0,Gave up,72,Yes,
272,single,1.0,2.0,Management,1.0,12th grade,121.0,Portuguese,12th grade,9th grade,Unskilled Worker,Unskilled Worker,113.7,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,10.0,2.0,10.0,0.0,0.0,5.0,12.0,1.0,13.0,0.0,Gave up,37,Yes,
277,single,0.0,1.0,Basic Education,1.0,12th grade,120.0,Portuguese,4th grade,6th grade,Superior-level Professional,Superior-level Professional,113.7,0.0,0.0,0.0,,0.0,0.0,20.0,0.0,0.0,6.0,,5.0,11.0,0.0,0.0,6.0,10.0,3.0,10.666666666666666,0.0,Gave up,54,Yes,
558,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,161.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,144.2,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Succeeded,5,Yes,
1175,single,3.0,1.0,Advertising and Marketing Management,1.0,12th grade,140.0,Portuguese,12th grade,4th grade,Unskilled Worker,Unskilled Worker,130.2,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,11.0,4.0,13.0,0.0,0.0,6.0,11.0,4.0,12.6,0.0,Succeeded,19,Yes,
425,single,2.0,6.0,Oral Hygiene,1.0,12th grade,115.0,Portuguese,9th grade,Bachelor degree,Private Security,Superior-level Professional,112.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,7.0,7.0,13.785714285714286,0.0,0.0,8.0,8.0,8.0,14.1,0.0,Succeeded,90,Yes,
1313,single,1.0,1.0,Journalism and Communication,1.0,12th grade,151.0,Portuguese,6th grade,4th grade,Unskilled Worker,Private Security,138.4,1.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,6.0,7.0,6.0,13.666666666666666,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,Succeeded,13,Yes,
293,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Administrative Staff,140.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,10.0,6.0,11.428571428571429,0.0,0.0,6.0,12.0,5.0,13.0,0.0,Holding on,30,Yes,
3370,single,2.0,1.0,Tourism,1.0,12th grade,150.0,Portuguese,12th grade,12th grade,Unskilled Worker,Armed Forces,142.7,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,4.0,11.0,0.0,0.0,6.0,,3.0,11.333333333333334,0.0,Gave up,23,Yes,
1642,single,1.0,2.0,Communication Design,1.0,12th grade,164.0,Portuguese,6th grade,6th grade,Unskilled Worker,Engineer,165.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,14.166666666666666,0.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,Succeeded,46,Yes,
1853,single,1.0,1.0,Management,1.0,12th grade,126.0,Portuguese,Bachelor degree,9th grade,Superior-level Professional,Superior-level Professional,115.2,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,12.6,0.0,0.0,5.0,13.0,5.0,11.8,5.0,Succeeded,46,Yes,
3453,single,0.0,1.0,Nursing,1.0,12th grade,133.0,Portuguese,12th grade,12th grade,Administrative Staff,Administrative Staff,100.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,8.0,8.0,7.0,11.571428571428571,0.0,1.0,8.0,8.0,7.0,11.571428571428571,0.0,Succeeded,40,Yes,
1772,single,0.0,1.0,Management,1.0,12th grade,133.1,Brazilian,6th grade,6th grade,Unskilled Worker,Assembly Worker,134.8,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,5.0,12.0,2.0,10.5,0.0,0.0,5.0,9.0,4.0,10.0,2.0,Holding on,53,Yes,
3489,single,0.0,1.0,Equinculture,1.0,12th grade,150.0,Portuguese,12th grade,12th grade,Administrative Staff,Armed Forces,110.0,0.0,0.0,1.0,1.0,1.0,0.0,24.0,0.0,0.0,5.0,13.0,2.0,12.5,2.0,0.0,5.0,8.0,3.0,12.333333333333334,0.0,Gave up,51,Yes,
1355,single,1.0,1.0,Social Service,1.0,12th grade,108.0,Portuguese,12th grade,6th grade,Private Security,Assembly Worker,105.9,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,11.0,5.0,10.6,0.0,0.0,6.0,9.0,5.0,11.166666666666666,0.0,Holding on,78,Yes,
1953,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,138.0,Portuguese,9th grade,4th grade,Engineer,Engineer,124.0,1.0,0.0,0.0,,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gave up,48,Yes,
2225,single,1.0,2.0,Nursing,1.0,12th grade,132.0,Portuguese,9th grade,9th grade,Unskilled Worker,Engineer,128.0,,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,14.935714285714283,0.0,0.0,8.0,8.0,7.0,14.935714285714283,0.0,Succeeded,12,Yes,
1022,single,0.0,1.0,Management,1.0,12th grade - Technological specialization course,117.4,Portuguese,9th grade,12th grade,Administrative Staff,Unskilled Worker,117.4,1.0,0.0,0.0,1.0,0.0,,21.0,0.0,4.0,7.0,10.0,6.0,11.333333333333334,0.0,1.0,5.0,6.0,5.0,11.2,0.0,Succeeded,27,Yes,
4262,married,0.0,1.0,Management (evening attendance),0.0,Bachelor degree,120.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,120.0,0.0,0.0,,0.0,0.0,0.0,38.0,0.0,9.0,12.0,12.0,9.0,12.22222222222222,2.0,9.0,12.0,12.0,9.0,13.0,0.0,Gave up,11,Yes,
515,married,3.0,2.0,Social Service (evening attendance),0.0,12th grade,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Armed Forces,120.4,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,Gave up,95,Yes,
3216,single,1.0,6.0,Tourism,1.0,12th grade,102.0,Portuguese,Bachelor degree,12th grade,Scientist,Scientist,101.7,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,Succeeded,3,Yes,
1800,single,2.0,3.0,Tourism,1.0,12th grade,114.0,Santomean,6th grade,Bachelor degree,Unskilled Worker,Superior-level Professional,127.3,1.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,6.0,14.0,3.0,12.333333333333334,0.0,0.0,6.0,16.0,0.0,0.0,0.0,Gave up,44,Yes,
346,single,1.0,1.0,Journalism and Communication,1.0,12th grade,140.0,Portuguese,9th grade,9th grade,Engineer,Private Security,135.1,1.0,0.0,,,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,13.5,0.0,0.0,6.0,8.0,6.0,12.5,0.0,Succeeded,33,Yes,
1176,single,2.0,4.0,Tourism,1.0,12th grade,130.0,Portuguese,9th grade,12th grade,Private Security,Private Security,130.0,1.0,0.0,0.0,,1.0,0.0,18.0,0.0,0.0,6.0,7.0,4.0,11.0,0.0,0.0,6.0,7.0,3.0,11.25,0.0,Gave up,79,Yes,
1060,single,1.0,1.0,Nursing,1.0,12th grade,130.0,Portuguese,9th grade,9th grade,Administrative Staff,Armed Forces,116.8,0.0,0.0,0.0,1.0,,0.0,20.0,0.0,0.0,8.0,8.0,7.0,12.685714285714283,0.0,0.0,8.0,8.0,7.0,12.685714285714283,0.0,Succeeded,72,Yes,
1329,single,1.0,4.0,Nursing,1.0,12th grade,123.0,Portuguese,12th grade,12th grade,Superior-level Professional,Superior-level Professional,113.6,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,8.0,7.0,14.69625,0.0,,8.0,9.0,8.0,14.622222222222224,,Succeeded,28,Yes,
2307,single,0.0,1.0,Equinculture,1.0,Bachelor degree,140.0,Portuguese,Bachelor degree,6th grade,Scientist,Superior-level Professional,140.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,2.0,5.0,7.0,2.0,13.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Gave up,56,Yes,
2841,single,0.0,1.0,Veterinary Nursing,1.0,12th grade,130.0,Portuguese,4th grade,4th grade,Engineer,Engineer,110.0,,0.0,0.0,1.0,0.0,1.0,25.0,0.0,0.0,6.0,,3.0,11.666666666666666,0.0,0.0,6.0,14.0,2.0,11.333333333333334,0.0,Holding on,61,Yes,
1660,single,1.0,1.0,Animation and Multimedia Design,1.0,12th grade,136.0,Portuguese,Bachelor degree,Bachelor degree,Politician/CEO,Scientist,152.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holding on,16,Yes,
855,single,2.0,4.0,Informatics Engineering,1.0,12th grade,127.0,Portuguese,9th grade,9th grade,Private Security,Private Security,120.4,1.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,Holding on,11,Yes,
1281,single,1.0,3.0,Journalism and Communication,1.0,12th grade,143.0,Italian,9th grade,9th grade,Administrative Staff,Unskilled Worker,133.9,1.0,,0.0,1.0,1.0,1.0,18.0,1.0,0.0,6.0,7.0,6.0,13.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,Succeeded,13,Yes,
3153,single,2.0,1.0,Journalism and Communication,1.0,12th grade,177.0,Portuguese,Bachelor degree,12th grade,Teacher,,155.7,0.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,15.666666666666666,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,Succeeded,92,Yes,
1784,single,2.0,3.0,Management,1.0,12th grade,122.0,Portuguese,Bachelor degree,6th grade,Teacher,Skilled construction workers,116.1,1.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,10.0,4.0,11.0,0.0,0.0,5.0,13.0,2.0,12.0,0.0,Holding on,90,Yes,
3402,single,1.0,1.0,Advertising and Marketing Management,1.0,12th grade,126.0,Portuguese,4th grade,9th grade,Engineer,Engineer,125.7,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,9.0,6.0,13.571428571428571,0.0,0.0,6.0,10.0,5.0,13.6,0.0,Holding on,32,Yes,
900,single,2.0,1.0,Advertising and Marketing Management,1.0,12th grade,128.0,Portuguese,9th grade,9th grade,Engineer,Engineer,124.4,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.0,0.0,Succeeded,63,Yes,
1479,married,0.0,1.0,Agronomy,1.0,12th grade,133.1,Portuguese,12th grade,9th grade,Administrative Staff,Administrative Staff,120.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,0.0,6.0,17.0,2.0,14.5,2.0,0.0,6.0,13.0,0.0,0.0,1.0,Gave up,84,Yes,
2026,single,0.0,1.0,Nursing,1.0,12th grade,141.0,Portuguese,Master degree,9th grade,Administrative Staff,Armed Forces,100.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,11.828571428571427,0.0,0.0,8.0,10.0,7.0,12.9125,0.0,Succeeded,76,Yes,
4279,single,1.0,3.0,Journalism and Communication,1.0,12th grade,123.0,Portuguese,12th grade,12th grade,Administrative Staff,Engineer,125.1,1.0,0.0,1.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,,6.0,14.333333333333334,0.0,0.0,6.0,6.0,6.0,15.333333333333334,0.0,Succeeded,53,Yes,
68,single,0.0,1.0,Agronomy,1.0,12th grade - Technological specialization course,130.0,Portuguese,9th grade,4th grade,Unskilled Worker,Unskilled Worker,130.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,12.571428571428571,0.0,0.0,6.0,7.0,6.0,12.428571428571429,0.0,Succeeded,42,Yes,
167,widower,0.0,1.0,Agronomy,1.0,12th grade,170.0,Portuguese,12th grade,4th grade,Engineer,Engineer,170.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,Holding on,20,Yes,
3949,married,0.0,1.0,Advertising and Marketing Management,1.0,12th grade,150.0,Portuguese,4th grade,9th grade,Unskilled Worker,Administrative Staff,135.6,0.0,0.0,0.0,1.0,0.0,1.0,43.0,0.0,0.0,6.0,8.0,5.0,11.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,Succeeded,42,Yes,
537,single,0.0,1.0,Informatics Engineering,1.0,12th grade,150.0,Portuguese,Bachelor degree,Bachelor degree,Administrative Staff,Administrative Staff,150.0,1.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,5.0,10.0,1.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Gave up,44,Yes,
2394,single,1.0,1.0,Tourism,1.0,12th grade,133.1,Portuguese,Master degree,9th grade,Administrative Staff,Private Security,98.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,,Gave up,94,Yes,
3125,single,2.0,3.0,Nursing,1.0,12th grade,137.0,Portuguese,9th grade,4th grade,Engineer,Engineer,126.7,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,7.0,13.714285714285714,0.0,0.0,8.0,11.0,8.0,14.863636363636363,0.0,Succeeded,17,Yes,
472,single,1.0,1.0,Tourism,1.0,12th grade,132.0,Portuguese,9th grade,6th grade,Unskilled Worker,Engineer,120.1,0.0,0.0,0.0,1.0,0.0,,20.0,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,7.0,6.0,11.833333333333334,0.0,Succeeded,92,Yes,
1788,single,0.0,1.0,Management (evening attendance),0.0,Bachelor degree,140.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,140.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,0.0,0.0,5.0,6.0,4.0,13.5,0.0,0.0,5.0,6.0,4.0,13.75,0.0,Succeeded,10,Yes,
343,married,0.0,1.0,Social Service (evening attendance),0.0,12th grade,120.0,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,117.0,1.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,0.0,0.0,6.0,8.0,6.0,12.857142857142858,0.0,Succeeded,92,Yes,
2514,single,,2.0,Veterinary Nursing,1.0,12th grade,163.3,Cape Verdean,9th grade,12th grade,Administrative Staff,Unskilled Worker,163.3,0.0,0.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,6.0,,6.0,13.5,0.0,0.0,6.0,12.0,6.0,12.0,0.0,Succeeded,96,Yes,
2860,divorced,0.0,1.0,Social Service (evening attendance),0.0,11th grade,133.1,Portuguese,,,Student,Student,106.0,1.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,0.0,6.0,10.0,4.0,12.5,0.0,Holding on,42,Yes,
1439,single,,1.0,Advertising and Marketing Management,1.0,12th grade,133.0,Portuguese,12th grade,12th grade,Unskilled Worker,Unskilled Worker,121.5,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,14.333333333333334,0.0,Succeeded,28,Yes,
1433,single,1.0,3.0,Tourism,1.0,12th grade,129.0,Portuguese,4th grade,6th grade,Engineer,Engineer,122.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,9.0,6.0,10.833333333333334,0.0,0.0,6.0,8.0,5.0,11.0,0.0,Holding on,24,Yes,
710,single,0.0,1.0,Social Service (evening attendance),0.0,12th grade,133.1,Portuguese,4th grade,9th grade,Unskilled Worker,Engineer,96.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,Gave up,8,Yes,
1842,single,2.0,1.0,Equinculture,1.0,12th grade,125.0,Portuguese,9th grade,9th grade,Superior-level Professional,Armed Forces,131.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,,0.0,5.0,11.0,2.0,10.5,2.0,0.0,5.0,9.0,0.0,0.0,3.0,Gave up,53,Yes,
2899,single,3.0,6.0,Nursing,1.0,12th grade,140.0,Portuguese,Bachelor degree,9th grade,Superior-level Professional,Assembly Worker,129.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,8.0,8.0,7.0,12.414285714285716,0.0,0.0,8.0,8.0,7.0,12.414285714285716,0.0,Succeeded,66,Yes,
1179,divorced,0.0,1.0,Nursing,1.0,12th grade,133.1,Portuguese,4th grade,4th grade,Unskilled Worker,Unskilled Worker,130.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,0.0,0.0,7.0,13.0,3.0,11.833333333333334,0.0,0.0,7.0,14.0,2.0,10.0,0.0,Gave up,72,Yes,
798,single,3.0,3.0,Nursing,1.0,12th grade,145.0,Portuguese,12th grade,12th grade,Administrative Staff,Assembly Worker,133.6,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,13.087142857142856,0.0,0.0,8.0,8.0,8.0,12.95,0.0,Succeeded,21,Yes,
1253,single,2.0,3.0,Advertising and Marketing Management,1.0,12th grade,123.0,Portuguese,6th grade,6th grade,Engineer,Assembly Worker,118.8,1.0,1.0,0.0,1.0,0.0,,18.0,0.0,0.0,,10.0,5.0,12.0,0.0,0.0,6.0,11.0,5.0,12.333333333333334,0.0,Succeeded,81,Yes,
